timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_gyro0,attack_gyro1,attack_gyro2,gyro_rad[0],gyro_rad[1],gyro_rad[2]
28270483,28270483,28270483,28270483,28270483,28270483,-3.92676534,-3.92676534,0.446380798,0.442841167,0.449131184,0.446798293,-0.003539631,0.002750386,0.000417496
28274463,28274463,28274463,28274463,28274463,28274463,-0.979610551,-0.979610551,3.983815325,3.980487465,3.987527665,3.984364409,-0.00332786,0.00371234,0.000549084
28278471,28278471,28278471,28278471,28278471,28278471,3.000012103,3.000012103,0.942918801,0.940676354,0.946633855,0.94306675,-0.002242447,0.003715054,0.000147949
28282464,28282464,28282464,28282464,28282464,28282464,3.696325518,3.696325518,-3.660802654,-3.664628669,-3.656134073,-3.661664282,-0.003826015,0.004668581,-0.000861628
28286461,28286461,28286461,28286461,28286461,28286461,0.275387623,0.275387623,-2.205199756,-2.207661081,-2.202562099,-2.205187044,-0.002461325,0.002637658,1.27E-05
28290463,28290463,28290463,28290463,28290463,28290463,-3.438122419,-3.438122419,2.944581141,2.940828367,2.94723703,2.944900396,-0.003752774,0.002655889,0.000319255
28294467,28294467,28294467,28294467,28294467,28294467,-3.380029274,-3.380029274,3.131096581,3.128409125,3.132995241,3.131425221,-0.002687456,0.00189866,0.00032864
28298466,28298466,28298466,28298466,28298466,28298466,0.401546883,0.401546883,-1.940127452,-1.943869614,-1.937905665,-1.940147002,-0.003742162,0.002221787,-1.95E-05
28302473,28302473,28302473,28302473,28302473,28302473,3.724282358,3.724282358,-3.748502661,-3.753834037,-3.746294678,-3.747817635,-0.005331377,0.002207983,0.000685026
28306463,28306463,28306463,28306463,28306463,28306463,2.939472783,2.939472783,0.692122983,0.686868911,0.695078916,0.693685908,-0.005254072,0.002955933,0.001562926
28310464,28310464,28310464,28310464,28310464,28310464,-1.101862212,-1.101862212,3.99968921,3.995297508,4.002435501,4.000844041,-0.004391701,0.002746292,0.001154831
28314467,28314467,28314467,28314467,28314467,28314467,-3.928194538,-3.928194538,0.578480355,0.575164253,0.581661324,0.578812739,-0.003316102,0.003180969,0.000332383
28318460,28318460,28318460,28318460,28318460,28318460,-2.406903244,-2.406903244,-3.79448031,-3.797152543,-3.79119171,-3.794781717,-0.002672233,0.0032886,-0.000301407
28323223,28323223,28323223,28323223,28323223,28323223,-2.013146462,-2.013146462,3.325710884,3.322371707,3.329261867,3.325463869,-0.003339177,0.003550983,-0.000247015
28327222,28327222,28327222,28327222,28327222,28327222,2.191215518,2.191215518,2.739434,2.7354898,2.743255526,2.738926577,-0.003944201,0.003821525,-0.000507423
28331223,28331223,28331223,28331223,28331223,28331223,3.974269084,3.974269084,-2.436467797,-2.439857912,-2.432839735,-2.437216329,-0.003390115,0.003628063,-0.000748532
28335223,28335223,28335223,28335223,28335223,28335223,1.377108825,1.377108825,-3.526345402,-3.529860983,-3.523590134,-3.526575662,-0.003515581,0.002755268,-0.00023026
28339233,28339233,28339233,28339233,28339233,28339233,-2.701368304,-2.701368304,1.361996082,1.358269265,1.36529286,1.361465637,-0.003726817,0.003296778,-0.000530445
28343229,28343229,28343229,28343229,28343229,28343229,-3.842392502,-3.842392502,3.937931401,3.933909976,3.941432263,3.936342738,-0.004021425,0.003500863,-0.001588663
28347229,28347229,28347229,28347229,28347229,28347229,-0.729123322,-0.729123322,-0.05212383,-0.057033475,-0.04915778,-0.052057422,-0.004909645,0.002966051,6.64E-05
28351226,28351226,28351226,28351226,28351226,28351226,3.197893384,3.197893384,-3.951364798,-3.954969401,-3.948277204,-3.952008409,-0.003604603,0.003087594,-0.000643611
28355222,28355222,28355222,28355222,28355222,28355222,3.57234051,3.57234051,-1.285392938,-1.288100718,-1.281499273,-1.284645865,-0.00270778,0.003893665,0.000747073
28359223,28359223,28359223,28359223,28359223,28359223,-0.00155823,-0.00155823,3.531976518,3.528688652,3.535714538,3.531693784,-0.003287866,0.00373802,-0.000282733
28363223,28363223,28363223,28363223,28363223,28363223,-3.576064109,-3.576064109,2.426969147,2.422855576,2.429804656,2.429498774,-0.004113571,0.002835509,0.002529628
28367269,28367269,28367269,28367269,28367269,28367269,-3.342042291,-3.342042291,-2.989014724,-2.993689748,-2.985305895,-2.989348057,-0.004675023,0.003708829,-0.000333333
28371273,28371273,28371273,28371273,28371273,28371273,0.445481659,0.445481659,-3.089441313,-3.093625401,-3.086692642,-3.088809827,-0.004184087,0.002748672,0.000631487
28375269,28375269,28375269,28375269,28375269,28375269,3.759985794,3.759985794,1.977772738,1.972625722,1.981264852,1.978914953,-0.005147017,0.003492113,0.001142215
