timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_acc0,attack_acc1,attack_acc2,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
28278471,28278471,28278471,28278471,28278471,28278471,-47.80419021,-47.80419021,-75.93244014,-75.46919838,-75.9777322,-85.84206414,0.46324176,-0.045292065,-9.909624
28282464,28282464,28282464,28282464,28282464,28282464,-43.23896329,-43.23896329,44.75024786,45.19888043,44.70630073,34.83142286,0.44863257,-0.043947127,-9.918825
28286461,28286461,28286461,28286461,28286461,28286461,78.90441463,78.90441463,54.66475642,55.09151659,54.59214579,44.73361642,0.42676017,-0.07261063,-9.93114
28290463,28290463,28290463,28290463,28290463,28290463,-23.42231444,-23.42231444,-66.56221697,-66.10084164,-66.60368783,-76.49334547,0.46137533,-0.04147086,-9.9311285
28294467,28294467,28294467,28294467,28294467,28294467,-56.70699047,-56.70699047,-34.65699131,-34.16009808,-34.68954903,-44.59326131,0.49689323,-0.03255772,-9.93627
28298466,28298466,28298466,28298466,28298466,28298466,74.88515586,74.88515586,77.56356795,78.05660755,77.50546447,67.62843295,0.4930396,-0.058103487,-9.935135
28302473,28302473,28302473,28302473,28302473,28302473,-12.80758566,-12.80758566,11.46614418,11.95342094,11.39822335,1.528482181,0.48727676,-0.06792083,-9.937662
28306463,28306463,28306463,28306463,28306463,28306463,-70.75058236,-70.75058236,-78.90109601,-78.43896144,-78.96381049,-88.80765201,0.46213457,-0.06271448,-9.906556
28310464,28310464,28310464,28310464,28310464,28310464,64.46037282,64.46037282,26.85296152,27.30455242,26.78631695,16.94750652,0.4515909,-0.06664457,-9.905455
28314467,28314467,28314467,28314467,28314467,28314467,12.7083413,12.7083413,70.41938019,70.87140559,70.32183028,60.48952019,0.4520254,-0.09754991,-9.92986
28318460,28318460,28318460,28318460,28318460,28318460,-78.40841933,-78.40841933,-55.56463399,-55.10611912,-55.65656681,-65.50285199,0.45851487,-0.09193282,-9.938218
