timestamp,attack_trigger,attack_frequency,attack_amplitude,attack_offset,attack_timediff,attack_recovered,attack_gyro0,attack_gyro1,attack_gyro2,true_gyro0,true_gyro1,true_gyro2
115361056,1,44,2,-1.3100932,0.004002,0.024492338,-0.0010688218,0.010014453,0.0071893837,0.030064173,-0.014257976,0.0022155512
115365057,1,44,2,0.766251,0.004001,0.024303019,-0.0012005223,0.010552837,0.00792917,0.029308004,-0.013831738,0.002619321
115369062,1,44,2,1.9950744,0.004005,0.024513856,-2.8754699E-05,0.010656996,0.007964668,0.028205542,-0.014787155,0.0039611096
115373053,1,44,2,1.0239416,0.003991,0.024513856,-0.00024460087,0.012253243,0.008062273,0.028106172,-0.014805846,0.0035402582
115377096,1,44,2,-1.0955627,0.004043,0.024539813,-0.00069312146,0.011941252,0.008687415,0.029148385,-0.014360929,0.004317347
115381057,1,44,2,-1.9890653,0.003961,0.02462089,-0.000793762,0.011302682,0.00857614,0.028567705,-0.015851805,0.005901493
115385057,1,44,2,-0.70587873,0.004,0.02462089,-0.00074797974,0.012144693,0.0070894603,0.029264906,-0.015320081,0.004003752
115389056,1,44,2,1.3555877,0.003999,0.023970261,-0.00066325703,0.011613398,0.007837223,0.029181281,-0.015320249,0.0032548506
115393056,1,44,2,1.9224254,0.004,0.02438268,-0.0018198537,0.011933495,0.0074837157,0.029722892,-0.015106509,0.0030545278
115397056,1,44,2,0.3696567,0.004,0.02438268,-0.0006347297,0.012035175,0.006880283,0.028394913,-0.013180235,0.004084651
115401060,1,44,2,-1.5930487,0.004004,0.024531156,-0.0007925616,0.0119374115,0.008576786,0.028584559,-0.014259471,0.0019577118
115405104,1,44,2,-1.7850205,0.004044,0.024866745,-0.00021554112,0.011508484,0.007104435,0.028323237,-0.014894444,0.0034424765
115409059,1,44,2,-0.018260712,0.003955,0.024866745,-0.0011758844,0.011395066,0.0070746434,0.029154185,-0.0144658815,0.004213994
115413054,1,44,2,1.779081,0.003995,0.0246557,-0.0006931827,0.011403058,0.008794825,0.029815776,-0.015426738,0.0033811012
115417099,1,44,2,1.6009254,0.004045,0.0246557,-0.0010127133,0.012254992,0.008785084,0.029065624,-0.0148952985,0.003571175
115421055,1,44,2,-0.32985225,0.003956,0.0246557,-0.0007657452,0.0119371805,0.0077276714,0.028343285,-0.014043529,0.0028000795
115425059,1,44,2,-1.9120324,0.004004,0.02481544,-0.0011957309,0.010331415,0.007823649,0.029141191,-0.014364626,0.004434474
115429056,1,44,2,-1.382213,0.003997,0.024977788,-0.0013207055,0.009912065,0.008459714,0.029899782,-0.013190268,0.0041251024
115433092,1,44,2,0.6899562,0.004036,0.024768353,-0.00056539034,0.010220019,0.00816083,0.029058285,-0.014042466,0.0037823652
115437059,1,44,2,1.98492,0.003967,0.024568185,-0.00074703916,0.010225779,0.0070939497,0.029180037,-0.013830608,0.0032519884
